pH,Humidity,Air Temp
9.2,23,10
8.9,23,7
7.2,23,8
7,25,3
7.1,26,3
6.9,23,1
7.4,26,0
7.1,26,4
7.5,28,20
7.1,23,9
6.9,24,13
7.2,24,20
6.8,23,15
7.4,23,15
7.3,24,12
7.5,25,8
6.8,17,8
7,20,0
7.2,19,10
7.1,22,18.2
7.3,20,15
7.3,30,9.1
6.9,76.6,9.7
7.2,58.1,10.6
7,68,8.4
6.8,66,42.5
6.8,66,41.9
6.9,71,41.4
7,65,42.5
7.1,62,34.3
6.8,62,31.4
6.4,52,31.8
6.5,72,28.8
6.5,48,29.2
6.3,56,30.4
6.4,46,29.4
6.7,49,26.5
6.1,40,30.6
6.1,51,24.3
6.4,67,23.8
6.4,50,27.3
6.3,58,23.6
6.1,58,22.9
6.7,72,26.5
6.6,74,23.4
6.5,79,26.8
6.5,43,30.2
6.4,71,31.4
6.5,71,26.8
6.6,46,36.8
6.3,56,35.6
6.4,60,34.6
6.3,69,38.1
6.2,33,38.9
3.4,33,38.1
7,33,41.8
6.8,52,42.9
6.7,52,33.6
6.4,51,33.8
5.3,51,35.2
8.9,40,36.7
8.1,64,29.3
6.5,63,28.7
9,42,20
7.8,51,19.9
8.1,62,20.1
7.8,74,20.4
8,70,26
8.2,60,31.7
7.9,61,31.7
7.9,65,24.5
7,44,22.7
7.5,51,16.4
7.5,39,16.4
6,48,16.4
6,59,16.4
6,51,20.1
7.7,40,20.3
8.2,17,20.9
8,21,19.4
8.2,35,21.3
7.9,47,22.4
8.3,48,17.8
8.3,48,17.8
7.9,52,20
8.3,52,36.2
8.4,50,28
8.3,18,28
8,18,28
8,43,28
8,34,29
8,30,29
9.2,53,29
9.4,53,29
7.4,63,29
7.6,53,23
7.4,55,30
10,56,29
6.6,37,29
8.6,35,29
6.9,36,28
7.2,33,28
7.2,35,28
6.5,37,28
7.5,36,26
7,36,29
7,36,29
8.1,36,27
9.2,38,27
7.8,37,28
7.6,35,28
7.1,37,30
8.4,38,24
8.6,38,20
8.5,37,27
7,35,27
6.4,36,27
8.1,35,21
7.4,36,21
7.3,36,22
4,27,20
7,36,20
7.9,35,20
7.2,27,28
7.2,29,28
7.1,29,28
7.6,29,23
7.4,29,23
9.6,63,22
5.6,32,23
7.6,33,22
8.3,40,24
8.4,43,23
8.4,40,20
8.6,49,20
7.8,48,17
8.1,40,32
6.5,60,32
7.5,52,32
7.9,50,32
9.3,70,28
8.2,70,28
9.3,70,27
8.6,70,27
9.2,60,27
8.2,50,27
7.2,50,23
7.2,40,23
6.7,40,30
6.8,50,24
4.5,50,24
8,42,24
7,40,24
7,40,24
6,40,25
5,55,25
5.1,44,25
4.8,45,25
5.6,54,25
4,42,25
4.8,45,25
5.4,43,22
4.4,42,22
4.4,42,22
6.1,53,22
5.5,53,22
4.5,62,22
4.3,50,22
5.1,63,31
5.2,60,33
4.8,62,33
4.7,62,31
5.4,63,25
6.9,60,26
6.6,49,26
7.6,37,29
8.9,37,29
7.7,40,29
7.9,40,28
8.9,40,28
9.2,48,28
9.4,50,30
9.1,59,30
9,61,29
8.9,61,31
6,49,30
6,41,30
6,64,30
6,27,30
6,38,31
6,33,29
6,31,28
6,19,27
6,21,29
6,51,30
6,53,33
6,26,29
6,54,29
6,41,30
5,56,29
6,43,31
6,40,32
6,35,30
6,35,30
6,33,31
6,48,32
6,30,30
7,43,32
7,40,33
6,44,32
6,38,30
6,47,31
6,45,31
6,47,29
6,28,30
6,22,29
6,25,29
6,23,31
6,28,30
6,24,29
6,45,30
6,36,33
6,34,34
6,24,31
6,23,30
6,38,29
6,48,28
6,40,29
5.5,33.8,31
6.8,27,29
6.8,15,29
5.7,16,29
5.4,24,30
6.5,36,33
6.7,39,34
6,55,31
5.5,48,32
6.5,33,32
8,28,30
7.5,35,33
7.5,29,33
6,57,37
6,58,36
6,51,37
7.8,38,36
6.9,38,37
7.2,28,32
7.2,20,32
7.1,35,34
7.2,43,34
7.8,53,34
8,55,34
7,55,35
6.6,52,34
7.2,51,34
7.4,53,35
7.6,54,34
7.3,61,35
7.9,55,35
7.7,54,38
7.8,36,39
8.4,31,37
8.4,31,38
4.1,44,39
4.3,48,38
4,35,38
4.9,35,38
7.7,42,38
8,42,39
7.2,38,37
6.1,39,40
6.8,48,39
6.4,40,38
5.7,35,34
5.7,43,33
5.7,51,30
7.9,54,32
6,48,33
6,60,33
7.3,42,34
7.8,48,30
7.5,44,32
7.2,49,31
7.3,49,31
7.5,53,32
6.7,55,32
7,40,31
8,50,36
6,47,33
7,55,34
8,63,37
7.3,63,32
8,56,33
8,49,31
7.5,63,38
7.5,42,34
7.5,42,39
7.3,31,38
5.8,35,34
7,33,33
5.8,31,32
5.8,27,33
5.8,31,32
6,29,35
5,29,34
9,20,35
7.9,37,29
6.9,45,32
11.3,46,31
8.4,46,32
8.4,53,33
8.3,53,33
6.7,66,31
5.2,58,33
6.7,54,33
7.1,47,31
6.7,30,32
6.7,25,33
6.7,15,34
4.8,12,32
4.8,15,33
6,21,32
5,25,32
6.3,25,29
7,38,31
7.1,48,27
6.5,39,27
7.1,25,28
7.1,19,30
7,23,32
8.3,28,32
3,18,33
6.5,40,30
5.7,29,35
11.3,37,33
5.5,30,31
5,15,32
3,17,33
6.5,37,32
6.9,35,31
6.4,42,33
6.8,49,32
8.3,49,34
8.5,58,34
6.8,41,33
6.6,47,34
4.4,31,33
5.6,28,34
6.1,29,33
5.8,34,32
7,45,31
7,61,33
5,66,30
6.3,66,31
5.8,61,30
6,50,31
7.5,58,32
7.4,49,32
7.5,49,33
5.5,31,34
7,26,32
7,14,31
7.8,40,33
8.2,41,34
7.9,44,36
8.3,39,33
8.5,67,33
8.5,65,27
5,63,28
7,60,28
6,60,30
7.7,58,34
7,56,34
7,55,35
7.3,54,35
7,46,28
7.3,44,29
7,41,28
7.4,60,34
5.5,60,33
5,54,32
5,36,33
5,29,34
5,40,32
5,39,30
5,44,34
5,42,34
5,32,33
7,34,34
6.4,44,33
8.1,51,33
8.2,48,32
8.1,34,31
7.7,52,31
7.4,50,31
6,54,30
6.5,59,32
7,55,33
7,57,31
4.5,54,30
4.6,46,31
4.6,53,32
5.6,54,32
7,51,32
6,8,33
6.5,6,32
5.9,6,32
4.8,5,27
4.6,5,31
7,6,30
7.2,28,31
6.2,6,31
5.5,7,30
5.8,30,29
4.3,7,28
4.2,7,29
5.5,9,30
8,19,31
7.5,9,30
7.1,8,28
7.5,36,28
7.2,25,27
7.6,36,27
7.2,19,29
5.3,31,30
5.7,44,31
6,38,30
6.5,26,30
6.5,14,30
6.5,29,29
7.2,36,28
7,53,27
6.5,35,21
7,25,20
7,15,21
7,34,21
6,15,19
6,53,20
6,22,20
6.5,50,20
6.5,21,20
7,15,21
7,61,20
8,12,20
7,6,19
7,18,21
8,10,20
7,16,22
7,16,18
8,10,25
7,10,24
7,22,23
8,24,25
8,70,26
10,79,28
9,36,26
11,24,28
7,24,26
8,21,29
7.9,21,26
8.3,16,25
8.9,30,24
8.1,44,25
8,42,24
8.1,23.2,25
5,39,19
5,32,20
5.3,32,21
6,29,24
6.5,29,28
6.3,62,27
6.7,23,26
6.3,23,28
5.5,20,28
5.1,20,28
5,45,27
5.5,45,25
5.4,30,25
5,30,26
5.5,49,25
6.6,49,29
6.3,51,29
6.3,30,30
5.7,30,29
5.5,27,28
5.3,27,27
5.7,31,25
7.1,31,25
6.6,42,24
6.7,42,20
8,28,28
7.8,28,27
7.8,20,23
7.6,20,24
7.5,37,30
8,17,31
8.1,17,32
7.5,22,29
7.6,22,27
7,10,27
7,32,27
7.1,15,30
7.2,15,28
8.6,15,29
7.3,15,30
8,15,31
7.8,35,31
8.6,35,30
8.4,24,30
7.2,24,23
7.3,29,25
8.7,29,24
7.4,13,27
7.8,13,28
7.8,12,29
6.9,12,27
7.2,11,29
7.4,11,32
7.4,47,31
7.5,47,33
7.5,33,33
7,33,35
8.1,36,33
7.9,36,33
8.9,13,33
8.8,13,35
8.8,13,31
7,12,34
7,13,33
7,13,36
6.7,1,35
6.5,14,35
6.5,14,31
6.7,10,35
7.2,10,34
5.4,10,33
9.1,10,31
7.3,15,33
7.6,15,35
7,12,33
8,10,31
7,10,35
8,10,31
7,19,33
5,19,33
5,21,33
5,21,35
5,32,34
5,32,33
5,45,33
5,35,38
6,28,39
5,23,38
5,27,34
6,27,34
6,36,28.8
6.8,36,8.5
6.5,22,6.1
5.5,22,3.2
5,18,5.9
5.5,18,7.6
5,33,7.2
6,33,3.9
6,20,2
6,20,8.2
6,24,6.1
7.8,29,9.9
6.6,22,14.4
6.4,35,20.2
6,89,19
4.6,32,19
6.3,37,17
6.3,37,20
6.5,59,14
5.5,59,14
5.9,23,12
5.9,39,18
7.3,39,13
5,36,15
3.8,36,14
7.8,31,11
10,31,11
9.3,33,18
9.1,21,15
7.6,21,11
7.2,33,19
7.3,33,15
7.5,33,13
7,33,14
6,59,15
6,59,14
6,57,28
6.5,57,22
5,46,17
5,46,19
5,77,16
5,77,16
4,89,14
4,89,12
4,77,13
6.5,77,14
7.5,30,13
7,30,15
6.5,41,16
6.5,31,16
6.5,31,13
7,24,16
6,24,15
7,18,15
6.5,18,16
6.5,7,8
7,7,12
6.2,17,13
6.2,17,10
6.1,26,10
6.1,26,7
6.1,25,10
6.2,25,8
5,27.6,10
5,20,10
5,36,12
4,36,13
4,22,13
4,22,14
6.5,10,15
6.5,10,11
7,10,10
6.5,17,13
7,17,16
6.5,17,8
6,34,11
6.5,34,12
7.5,27,11
6.5,27,9
6.5,40,10
6.5,40,6
6.5,25,6
6.5,25,4
6.5,24,4
6.5,24,6.5
6.5,14,3.5
7,14,5
7.5,35.9,11
5.2,35.9,0
6,19,5
7,19,-6
6.7,14,-7
6.7,14,-6
7,14,-3
7,15,-2
7,15,-1
7,63,-2
7,72,-3
6.7,71,-3
6.5,15,-1
6.6,17,4
6.8,17,2
6.9,18,7
7,18,2
6.9,40,2
6.9,19,7
6.9,12,8
6.9,17,-1
7.5,19,-1.5
6.5,18,3
6.6,16,-8
7.1,17,-10
6.9,15,-5
5.5,19,-6
8.8,18,-4
5.7,20,-3
5.8,20,-4
5.9,12,-3
5.9,19,-1
7.4,18,10
5.5,19,9
6,12,8
6,18,11
7,20,11
6.6,19,11
7,12,11
7.9,17,12
8.2,15,15
8.7,19,8
8.6,20,10
8.6,15,11
9.3,30,11
9.4,15,9.5
9.1,17,13.5
8.5,19,10
7.9,17,6
8.2,21,6
8.3,20,8
7.3,18,5
8,18,9
5.3,18,7
5.3,18,14
5.3,19,16
5.8,19,13
6.5,17,13
4.5,17,8
4.5,17,4
3.1,15,8
3.4,18,11
5.5,17,13
7,19,16
7.2,17,17
6.9,19,13
10.2,17,13
7.8,21,15
8.2,22,15
7.7,12,8
8,17,12
8,40,19
6,19,18
8,31,6.5
7,17,18.5
7.7,17,21
6.7,18,23
7,31,14
6,20,15
6.1,15,20
5.7,17,20
5.3,20,24
5.3,22,26
4.7,25,22
5.6,17,11
4.5,29,10
4.8,20,18
4.5,29,14
4.5,17,16
7.8,17,21
5.2,29,23
5.3,23,23
5.6,23,24
4.8,17,25
7,29,29
8.3,35,18
5.7,35,21
6.8,25,23
6.9,29,24
8.3,29,25
6.7,20,27
6.2,17,26
6.8,29,20
2.5,20,25
6.4,17,25
6.5,31,28
6.2,20,27
6.3,31,29
6.3,20,19
6.2,31,21
6.6,25,24
6.9,30,27
7.2,30,27
6.7,40,30
7.2,40,28
7.3,40,31
5.1,20,18
5.9,31,25
6,31,27
5.5,17,26
5.9,31,26
4.8,20,25
5.8,20,27
6.5,19,28
5.6,10,29
5.9,20,30
6.2,10,29
5.8,10,32
5.3,20,31
5.5,20,22
4.7,10,28
4.7,19,28
5,10,28
6.7,10,28
4.5,15,33
7,20,34
5.5,15,34
8.4,30,28
5.5,18,25
5.9,20,28
6.7,20,23
4.5,12,35
4.3,17,34
7,19,35
9.5,17,35
8.7,18,25
8.6,30,31
7.5,20,32
7.6,17,35
7.7,18,33
7.7,45,26
7.3,20,33
7.3,15,35
6.5,20,26
7.3,15,28
9,15,29
7.9,17,30
8.5,17,29
7.5,17,32
7.5,20,28
7.8,22,30
7.6,17,30
7.5,22,25
7.7,16,27
7.8,17,28
8,18,27
8.1,20,29
8.1,20,20
5.5,16,26
5.7,15,26.5
5.3,23,25.5
8.2,17,27
7,20,28
7,12,22
7.5,20,28
7.7,17,27
7,20,29
6.9,20,29
6.5,20,27
6,20,21
6.6,20,27
7.5,20,21.5
7.3,20,16.3
6.7,20,21.6
7.9,17,20.9
8,17,25.5
8.1,17,24.8
8.4,17,19.3
7,30,19.4
7,17,20.2
8,12,20.1
6.3,17,23.4
6.5,20,24.6
7,31,24.8
7,18,18.3
6,19,21.3
6.4,17,21.1
7.6,17,23.8
7.6,19,14
7.5,12,18.3
6.7,16,14
6.3,20,11
5.7,17,10.8
6.1,18,15
6.6,17,14.4
6.3,18,17.7
6,15,15.8
5,20,15.1
6.5,17,14.1
8.4,12,15
8.5,17,19.2
5.4,31,17.9
5.3,17,17
5.5,22,15
6.5,18,17.3
7.5,19,18
7.4,17,18
7.3,17,15.3
7.1,19,18
5.5,17,17
5.5,19,13.9
5.5,17,13.9
5.5,31,13.2
7.8,18,17.7
7.4,18,14.5
7.5,12,14.2
7.5,16,15.4
8.1,19,15
8.1,15,18
8.2,21,15.2
8.3,20,15.3
5,14,19.5
5,16,19.1
5.7,12,18
6,24,17
6,19,18
5,17,18.7
5,25,18.5
7,15,17.6
6.8,19,16.6
7.1,16,19.8
7.8,15,18.1
7.5,30,16.5
7.5,19,10.5
8,15,10.1
8,18,12.1
7.9,20,15.3
7,25,5.9
7,20,11.1
7,25,11.7
7.5,21,12
7,17,19.8
6.7,21,11.6
6.5,16,17.5
6.2,16,18
5.5,17,17.8
6.3,11,17.7
5.7,11,24
5,17,19.6
6.5,10,20.7
6,17,15.7
5.5,10,18.2
5.1,21,20.2
7.5,20,12.5
7,17,12.8
7,36,19.6
7.3,39,23.3
4.5,17,7.8
4.5,39,7.3
5,17,6.9
8.2,39,6.1
7.7,36,1.3
7.7,17,3.9
5.7,17,3.3
4.8,36,3.5
7.5,36,2.6
4.7,17,4.7
4.5,17,2.9
7,36,2
6,36,2.8
7.8,17,7
9.3,36,5.5
7.2,17,0.6
9.7,17,7
7.1,40,0.4
8.7,20,3.6
7.8,17,5.1
5,17,7.3
8.2,50,3.1
7.9,55,4.7
4,55,7.8
5.5,17,8.8
6.5,55,3.8
6,54,6.9
8,54,6.5
6.5,54,8.3
6,54,7
6,17,5
6,30,3.3
6,17,7
8,30,16
8,33,20
4.5,17,19.5
7,33,17
6,17,15.5
8,49,23.5
7.5,49,28
7.2,17,24
7.5,23,19
8,23,20
6,14,18.5
6.5,14,27
5.5,14,20
7.5,15,25
6,15,27
6.5,17,21
6,17,26
6.5,17,21
4,17,23.3
8,41,17.6
8,39,17.5
8,37,20.8
6.5,38,21.9
6.5,37,23.7
6,34,21.9
5.5,30,20.5
8,28,21.8
7.4,21,22.9
5.8,41,19.6
7,44,23.3
6.5,44,23.2
6.5,51,22
6,57,19.9
8,57,20.6
8,49,22.5
8,49,10.1
4.5,53,14.4
7.5,58,14.8
5.5,53,20.8
8.6,25,19.2
5.4,47,15.2
5.7,47,13.7
5,45,12.8
7.4,48,24
4.3,44,23
4.2,44,19
4.8,51,22
6.3,49,24.5
6,44,23.5
6.2,43,25
5.7,53,26
5.6,60,21
7,58,20
7.2,66,23
7.4,66,18
8.2,60,22
8.7,46,20
6,40,20
6.5,56,21.5
6,42,21
6.1,42,20
5.7,42,24.5
6.2,37,24
8.5,37,21
7.5,37,26.5
7.7,45,21
8.9,45,20
9.2,45,19
9.2,45,18.5
9.3,46,21
9.2,46,19
5.4,36,18
6.8,44,17
9.5,44,18
9.1,44,17
9.6,43,16
7,43,18
7,43,23
7,37,21
5,37,19.5
6.5,37,19
6.5,41,20
7.2,41,19
7.5,41,16
7.4,40,23
8.3,40,24
8.4,40,25
8.2,40,22
8.1,40,23
8.1,40,21.5
8.3,38,24
8.6,38,24
7.6,42,24
7.6,38,22
7.3,42,24
7.7,59,28
7.6,59,25.5
7.6,59,25
8,59,24
8.5,59,23
9.1,59,19
9.5,45,17
7.6,45,22
7.3,45,22
7.6,44,19
7.2,44,17
8.2,44,23
8.3,40,21
4.8,40,20
7.8,40,20
7.3,40,22
7.7,40,19
7.8,40,22
8,37,19
7,37,19
6.9,38,18
8.5,38,18
7.6,38,19
8.4,35,21
8.1,35,20
7.3,35,16
7.3,33,19
7.6,33,19
7.6,33,18.5
7.2,37,22
7.5,37,26.5
7.6,37,23.5
7.3,67,20
8.2,67,22
8.3,67,20
8.3,42,23
7.6,42,21
6.3,43,19
8.4,43,20
8.3,43,19
7.6,42,19
8.2,42,18
7.5,42,19
8.4,42,21
7.5,43,22
7.5,43,19
8,37,17
7.1,37,21
7.5,37,22
6.9,39,21
7.4,39,22
6.7,39,21
4.6,38,24.4
4.4,50,26.3
5.5,50,25.5
5.5,55,25.1
4,55,24.8
5,50,25.1
5,50,24.9
6,44,25.7
6,44,25
5,51,25.3
5,51,23.7
6,47,24.4
5.7,47,24.1
6,45,23
5.7,47,23.3
6,35,23.4
5,35,23.4
5.7,35,24.1
6,35,24.9
3,35,22.8
3,35,23.3
3,35,23.3
6.3,35,23.6
6,35,22.3
6,35,21.8
6,35,22.3
6,35,23.2
6,35,23
7,35,23.4
5.3,35,23.1
5.3,35,21.8
6,35,22.5
7,35,21.9
6,35,22.8
6,35,21.9
6,35,20.5
6,35,21.3
6,39,22.3
4,39,20.6
4,37,21.1
4,45,20.1
4,48,21.1
5,44,21.9
5,44,21.8
5,51,21.2
5,49,26
5,44,26.3
5.5,47,26.5
7.3,48,28.1
7.2,53,24.9
5,60,22.3
4.9,58,22.3
4.9,66,23.1
4.8,42,22.8
4.7,42,21.9
4.7,37,21.1
4.6,37,21.8
4.6,46,25.8
6.6,46,21.9
6.5,44,21.6
6.5,44,22.7
2.9,43,21.6
8,37,21.2
7.5,40,20.9
7,40,20.7
8.1,40,19.9
8,40,21.9
7,38,21.3
7,38,19.8
4.8,42,19.5
6.3,59,23
8.2,59,21.3
7,59,19.5
5,59,20.1
7,45,19.1
6,45,18.7
7,44,20.5
7,44,20.6
7,40,20.2
5.1,40,19.3
6.2,40,19.4
6.1,40,18.9
6.3,37,18.9
5.3,38,19.8
5.4,38,19.1
6,35,18.9
8.5,33,18.4
8,33,18.2
6.5,37,19.7
6.7,37,19.3
6,67,18.9
7,67,19.8
6,42,19.3
7.5,43,19.3
6,43,18.5
7.5,42,19.3
5,43,19.9
6,43,25.1
7,37,24.8
7.3,37,21.9
7.7,39,22.7
6.5,39,20.7
7.6,44,18.8
7.9,51,19
7.4,51,21.2
6.3,51,27.9
7,44,24.5
5.8,45,27.1
6,48,24.3
7.5,44,19.6
7,44,19
6.5,51,20.4
6,51,19.4
8,44,18.4
8,47,19.1
8.5,48,20.3
6.9,53,26.2
6.7,6,27.6
8,58,27.1
7.5,66,22.8
7.4,66,20.3
6.2,60,19.8
7,42,19.9
7,42,19.9
7,37,19.5
5.1,37,19.5
7,45,20.1
7,46,19.5
6,46,20.3
7,44,19.1
7,44,20.6
7,43,19.5
7,43,21.1
7,37,20.9
7.5,37,20.6
7,41,20
7,41,7.8
8,40,8.3
7.5,40,9.9
7,40,11.6
7,40,11.5
7,38,9.1
5.3,38,7.4
6,42,13.3
5.5,42,10.6
4.9,59,25
6.2,59,19
6.2,59,20.5
5.5,59,19
5.7,45,20
6.2,45,21
6.2,44,18
6.9,44,19
6,40,21
6.5,40,18
5.4,40,21
4.5,40,21
6.5,37,21
6,37,21
6,38,24.5
4,38,20
4.7,35,20
6,35,23.1
5.1,33,23
6.3,33,20
7,37,19.8
7.5,37,19
7.5,67,22.6
7.3,67,19.7
7.6,42,19.7
7.6,42,18
5.2,43,18.8
8.2,43,22.2
8.5,42,27.5
8.5,42,22.8
8.8,43,20.5
8.6,43,24.9
8.7,37,24
8.6,37,22.3
8.5,39,21
7.2,39,22.9
7.4,44,23
7,51,21.9
7.9,51,24.2
8.4,47,24
7.2,45,19
7.5,45,20.8
7.5,45,22
8,45,20
6.5,45,21
8.2,45,19
9.3,45,20
6.1,47,26.4
8.6,45,24
7.5,45,24.8
9,45,25.7
8.9,45,27.6
8.1,45,27.2
7.3,35,30.8
8,45,0
8.3,45,0
8.8,45,0
8.5,45,-1
5.5,45,-2
6.8,45,-1
6.7,45,0
4.8,45,-1
5,45,0
4,47,2
5,45,0
5,47,0
4,47,6
5,47,6
5,45,4
5,46,3
5,45,2
7,48,-1
7,46,-1
7.1,46,-2
6.9,46,3
8.6,46,0
9.2,46,0
6.9,46,2
6.8,47,4
6.6,47,4
6.6,47,3
6.4,47,5
6.6,46,5
6.1,46,7
6.9,47,7
6.6,46,5
6.2,46,6
7,47,0
6.7,41,11
6.5,39,15
4.6,37,9
3.7,38,11
6,37,12
6,34,15
6.5,30,13
7,28,14
6.5,21,12
6.5,41,17
6.5,40,5
6.5,39,6
6.5,47,7
5,44,9
7.5,44,11
3.2,51,12
3,57,12
3.2,57,12
3.9,52,16
4.7,49,13
4.6,53,10
2.9,53,7
3.8,53,8
3.4,47,0
3.8,47,8
2.9,47,7
2.9,45,6
3.4,45,3
3.4,44,4
4,44,5
3.3,51,5
3.2,49,2
3.6,44,3
3.7,47,9
5.5,48,9
6.5,53,12
5,60,12
4,58,16
4.3,66,22
7.6,66,14
7.7,60,16
8.1,40,14
6.7,56,17
6,42,19
6,42,10
5,37,1
7.3,37,5
7.4,45,7
7.7,46,9
7.7,46,16
7.7,44,9
7.8,44,5
7.5,40,7
6,40,8
5,40,9
6,40,5.5
5,38,3
8,38,2
6,59,3.5
7,59,3
8,59,1
6,59,5
5.3,45,4
5,45,4
6,44,2.5
7,44,3.5
7,40,6
8,40,6
5.2,40,6
7,40,8
7.2,37,8.5
7.5,38,4
6,38,3.5
8,35,5
9,33,4
9,33,3.5
6,37,3
6,37,2
5,67,2
6,67,1.5
5.5,43,3.5
8.7,43,3
8.6,43,2
6,37,4
7.7,39,4.5
8.3,39,6
8.7,44,9
6.5,51,8
5.9,51,6
6.6,60,5
6.6,53.1,6
7.2,42,5
7,49,5
6.5,26.5,7
7.5,62,11
7.5,58,5
7.8,65,3
7.8,60,4
7.3,48,6
7.1,43,7
7.3,45,10
8,58,10
7.3,62,13
7,49,13
7,62,11
7.2,51,9
7,33.8,9.2
7.2,64.8,1
7,60.4,3
7,15,6.3
7.1,27.3,10.3
6,20.1,13
6,30,14
6,39.7,16
6.5,17.4,12
5,21.6,11
6.4,40.2,13
6.4,25.1,12.3
6.4,59.2,12
6.4,38.6,12
6.4,0.8,9
6.4,10,2
6.4,5,-1
6.4,100,2
6.4,50,0
6.4,17,9
6.4,31.5,0
6.4,31.5,0
5,53.3,1
5,56.2,1
5,54.6,4
4,97.1,3
4,59,3
4,57.8,4
6.4,48.5,6
6.9,33.5,6
6.6,40.3,7
6.3,29.5,11
6.7,48.9,7
5,48,11
6,31.5,10
9,31.6,2
7.5,39.5,7
8,46,13
7,46.5,16
6,57.6,16
7.5,34.6,13
7,46.9,25
6,53.8,26
7.9,37.6,22
6,45.9,24
6.4,94.5,17
6.4,39.5,20
6.4,24.6,12
6.4,44.6,15
6.4,55.7,15
8.3,38.5,11
8.3,42.1,16
8.3,53.7,15
8.3,43.7,16
7.5,42.8,12
7.3,54.6,11
6,44.8,12
7.5,48.9,4
5.3,33.5,7
5,100,9
5,34,7
5,38,9
4,36,6
4,32,0
4,31,1
6.4,47,13
6.4,51,14
6.4,31,10
6.4,35,6
6.4,36,2
6.8,36,1
6.8,37.7,1
6.8,17,5
6.8,27,16
6.8,18,9
6.8,17,15
6.4,61,19
6.4,47,17
6.4,32,16
6.4,38,12
6.4,38,14
6.3,21,15
6,43,17
6,48,12
5,45,9.5
6.6,34,12
6.9,38,15.5
5,29,16
5,35,18
5,37,15
4,53,9
4,42,10
4,44,10
7,21,16
7,34,15
7,52,13
7,35,17
6,25,18
7,30,17.5
7,19,14
7,26,14
7,39,13
7,49,11
6.4,42,14
6.4,25,14
6.4,21,11
6.4,30,10
6.4,18,10
6,24,11
6,25,11
6.5,26,15
6.5,19,14.5
6,29,18
6,28.3,13
6.5,28.4,12
6.5,26.8,8
6,23,9
6,34,4
6,37,3
6,47,2
6.5,45,1
6.5,44,5
6,41,6
6,41,5.5
6.5,53,6
6.5,41,7
6,54,5
6,61,5
7.2,97.3,1
7.5,64,-3
7.5,55,0
7.8,24,4
7.8,67,8
7.2,95,12
7.8,36,6
8,65,2
7.6,59,12
7.5,95,5
7,90,5.5
7.5,37,7
7.5,66,6
6,93,5
7,95,-2
7,68,-3
7,48,0
7,68,0
7.5,59,-1
7.5,44,2
7.5,95,0
7,95,1
7,95,5
7.5,95,9.5
7,95,9.5
7.5,62,8
7.5,45,4
7,85,5.5
7,65.5,5
7,55.7,6.5
7,95,5
7,56,5.5
7.8,95,6
7.7,95,5
7.5,95,5
7.9,95,3
8.1,95,2
7.9,95,3.5
7.8,93,4
7.2,95,2.5
7.6,54,4
8.2,93,4
7.9,66,2
6.3,93,2
5.7,95,3
6.4,54,5
6,95,6
7.1,50,6
7,55,5
8.5,44,7
8.6,100,4.5
7.9,95,3.5
7.7,37,4
7.8,44,3
8.3,89,3
7.8,93,3
7.7,68,2
7.7,53,2.5
8,100,1
8.5,72,3
8.3,40,3
7.1,65,2
6,50,4
7,52,4.5
6.5,94,7
7,95,9
7.2,62,8
8.2,81,5.5
8.5,45,5
7.8,22,6.5
7.9,18,5
7.8,79,5.5
7.9,95,7
7.8,32,4.5
7.9,58.7,4
7.4,63,3
7.8,43.2,4
8.4,73,6
8.1,74,7
6.7,67,10
5.8,68,10.5
6.7,95,13
6.2,95,13
7.4,95,11
7.5,37,9
8,95,9.5
8.3,54,3.5
7.6,61,3.5
7.5,44,6
7,56,10
8,61,13
8,63,14
7,95,16
7,85,9.5
8,44,10
7,95,17
7,70.6,8.5
8,75.5,9
7.5,65,15
7.5,63,16.5
8,58,11
7.6,95,14.5
7.5,76,7.5
7.4,52,11
6.6,75,11.5
6.6,56,21
6.6,75,13
6.6,92,15
6.7,76,14
8,54,10
8,69,6
8,55,16
8,60,12
8,60,15
6.7,49,15
6.7,95,16
6.7,95,19
6.6,95,17
6.7,95,20
8,59,20
8,57,21
8,72,25
8,70,17
8,95,13
5,55,15
5,77,14
5,43,20
4,56,22
4,36,24
4,66,27
6.4,95,20
6.4,95,27
6.4,95,29
6.4,60,27
6.4,95,29
7,72,25
7,95,30
1.5,95,30
6.4,60,18
6.4,23,18
6.4,31,24
6.4,66,24
6.4,55,23
8.3,53,25
8,92,20
7,63,14
7,71,15
7,62,17
6.8,63,17
7.2,95,17
7.2,95,22
7,95,15
7,95,15
5,95,16
5,95,18
6,53,19
5,81,19
5,49,25
5,49,20
4,49,22
4,95,15
4,58,17
7,80,15
7,40,18
7,33,17
7,35,15
6,52,18
7,56,20
7,36,19
7,95,18
6,39,18
7,73,19
6,76,18
6,45,18
6,60,18
6,72,20
7.9,42,18
7.9,93,19
7,82,18
7,39,20
7,29,20
8,63,19
7,93,20
7,100,18
6.8,100,18
6.7,30,19
6.8,26,18
7,95,20
6,59,20
7,49,8
9,100,0
9,100,-1
9,48,1
9,100,3
6.8,100,0
6.6,95,0
6.5,95,0
6.5,95,2
6.5,73,0
7,95,-3
7,100,-3
7,84,4
7,100,2
6.8,68,3
6.8,62,0
6.8,73,3
6.8,72,3
6.7,47,5
6.3,93,2
7,43,-1
6,100,2
7,92,3
6,94,0
7,95,0
7,81,3
8,100,9
8,95,8
8,42,2
6.8,49,11
6.7,29,3
7,45.3,3
7,44.5,2
