pH,Humidity,Air Temp,Plant Type
5.3,54,34,Unknown
6,59,33,Unknown
5.3,48,32,Unknown
7,53,27,Warm-Season Fruits and Vegetables
6,46,33,Unknown
7.7,43,30,Unknown
4.9,68,22,Unknown
7.5,51,28,Warm-Season Fruits and Vegetables
5.3,55,25,Unknown
7,68,21,Warm-Season Fruits and Vegetables
8.5,56,13,Unknown
6.4,60,12,Leafy Greens and Root Vegetables
6.4,79,7.3,Unknown
6.4,56,7.4,Unknown
6.4,57,14.4,Leafy Greens and Root Vegetables
6.4,53,18.2,Leafy Greens and Root Vegetables
4,55,20.5,Unknown
5,54,24.2,Unknown
5,63,23.1,Unknown
5,54,14.9,Unknown
5,49,20,Unknown
4,53,13.1,Unknown
4,82,22.3,Unknown
4,67,22.2,Unknown
6,70,14.4,Unknown
6,68,18.5,Unknown
6,73,21.1,Unknown
6.4,66,21.7,Unknown
6.4,68,22.3,Unknown
6.4,80,21.1,Unknown
6.4,80,18.1,Unknown
6.4,80,18.2,Unknown
6.4,69,19.2,Unknown
6.4,65,20.7,Unknown
5.5,59,24.4,Unknown
5,65,24.1,Unknown
8,78,20.3,Unknown
8,62,20.3,Unknown
8,69,23.2,Unknown
7,60,23.2,Warm-Season Fruits and Vegetables
7.6,64,18.3,Unknown
7.4,64,23.1,Warm-Season Fruits and Vegetables
7.9,55,18.9,Herbs and Aromatic Plants
6.7,74,20.1,Unknown
6.2,65,23.5,Unknown
6.1,62,18.9,Unknown
6.6,57,19.4,Unknown
6.4,52,21.8,Unknown
8,57,24.4,Herbs and Aromatic Plants
7,53,27.7,Warm-Season Fruits and Vegetables
6.7,51,26.5,Warm-Season Fruits and Vegetables
9.2,51,14.4,Unknown
8.4,74,17.4,Unknown
9.2,53,16.9,Unknown
9.5,45,24.4,Unknown
8.8,54,24.9,Unknown
6.9,49,26,Warm-Season Fruits and Vegetables
7.3,58,28.1,Warm-Season Fruits and Vegetables
2,44,29.1,Unknown
7.3,44,26.7,Warm-Season Fruits and Vegetables
7.8,40,30.1,Drought-Resistant Plants
7,41,23.5,Warm-Season Fruits and Vegetables
5.7,36,24.7,Unknown
6.7,38,25.8,Unknown
7.1,36,19.6,Unknown
7,65,24.6,Warm-Season Fruits and Vegetables
5.7,52,25.6,Unknown
6.7,44,28.8,Warm-Season Fruits and Vegetables
5.3,41,30.7,Unknown
5.7,49,30.9,Unknown
5,53,28.1,Unknown
5.7,38,21.8,Unknown
7,41,21.5,Warm-Season Fruits and Vegetables
6,39,20.2,Unknown
5.5,69,26.1,Unknown
7,71,28.6,Tropical and Wetland Plants
5,71,28.7,Unknown
6,61,28.4,Unknown
7,56,30.1,Unknown
9,48,32.7,Unknown
8.7,48,31.2,Unknown
8.2,48,32,Unknown
7.5,43,30.6,Unknown
8.6,60,27.3,Unknown
9.3,61,30.8,Unknown
9.2,56,32.2,Unknown
8.7,79,31.8,Unknown
8.6,63,30.2,Unknown
9.2,61,30.2,Unknown
8.6,56,21.1,Unknown
8.9,54,26.7,Unknown
9.1,63,25,Unknown
8.4,53,27.7,Unknown
9.2,51,25.9,Unknown
8.9,59,25.7,Unknown
9.2,50,27.4,Unknown
8.7,55,29.1,Unknown
9.3,60,31.6,Unknown
8.7,56,25.8,Unknown
9.4,77,26.7,Unknown
8.9,64,27.9,Unknown
9.2,70,29.9,Unknown
9.2,68,28.8,Unknown
8.5,71,24.1,Unknown
8.9,72,26.3,Unknown
7.8,60,27.6,Unknown
8.7,63,24.1,Unknown
8.6,55,27.5,Unknown
8.6,61,27.6,Unknown
8.5,62,30.4,Unknown
9.2,65,32.1,Unknown
8.5,62,32.2,Unknown
8.6,61,33.8,Unknown
8.6,57,26.3,Unknown
8.5,62,32.7,Unknown
9.2,64,33,Unknown
8.9,73,32.9,Unknown
9.2,49,29.9,Unknown
9.1,44,25.3,Unknown
9.4,59,25.4,Unknown
8.5,44,25.7,Unknown
8.9,54,25.9,Unknown
8.6,49,28.3,Unknown
8.9,52,31.1,Unknown
8.6,54,31.6,Unknown
9.2,54,26.8,Unknown
8.6,54,24.9,Unknown
8.6,48,29.2,Unknown
8.6,56,31.7,Unknown
8.9,54,32,Unknown
9.2,65,32.7,Unknown
8.8,71,30.3,Unknown
8.9,65,31.2,Unknown
8.8,64,31.5,Unknown
8.6,60,28.4,Unknown
9.3,59,28.4,Unknown
8.7,57,25.3,Unknown
9.4,72,28.1,Unknown
8.9,70,29.7,Unknown
9.3,46,20.1,Unknown
8.6,46,22.8,Unknown
8.9,48,23.2,Unknown
9.1,56,15.8,Unknown
8.6,47,9,Unknown
9.2,47,4,Unknown
7.3,37,23,Unknown
6,52,20,Leafy Greens and Root Vegetables
5.4,38,19,Unknown
4.7,39,17,Unknown
4.6,43,12,Unknown
4.9,50,17,Unknown
9.1,45,11,Unknown
8.2,46,18,Unknown
4.7,51,10,Unknown
6.5,66,10,Unknown
6,49,11,Leafy Greens and Root Vegetables
5,43,8,Unknown
9,52,8,Unknown
5.2,62,10,Unknown
9.2,59,12,Unknown
7,56,10,Unknown
6.6,59,12,Unknown
4.7,67,17,Unknown
4.1,64,20,Unknown
9.2,56,14,Unknown
9,60,16,Unknown
8,55,17,Herbs and Aromatic Plants
8,64,15,Unknown
8,65,16,Unknown
8,67,17,Unknown
7.4,55,13,Unknown
8.9,51,16,Unknown
8.9,72,14,Unknown
9.1,53,15,Unknown
9.3,43,20,Unknown
7,43,25,Warm-Season Fruits and Vegetables
6,57,30,Unknown
6,51,24,Unknown
9.4,66,21,Unknown
6.5,67,22,Unknown
9,73,18,Unknown
7.4,52,18,Herbs and Aromatic Plants
6.5,49,20,Leafy Greens and Root Vegetables
8.3,62,17,Unknown
7.8,60,20,Herbs and Aromatic Plants
8.7,48,22,Unknown
9.6,51,15,Unknown
9.7,59,13,Unknown
10.6,57,14,Unknown
9.1,49,11,Unknown
9.5,64,13,Unknown
9,62,10,Unknown
9,52,11,Unknown
9.5,54,9,Unknown
8.7,90,13,Unknown
9.3,80,11,Unknown
9,88,15,Unknown
8.5,81,14,Unknown
8.2,85,10,Unknown
8.8,57,13,Unknown
10.1,75,15,Unknown
8.7,54,13,Unknown
8.8,67,9,Unknown
8.7,49,9,Unknown
8.8,35,11,Unknown
9.2,54,13,Unknown
8.8,95,11,Unknown
8.9,96,12,Unknown
9.4,93,14,Unknown
8.2,95,11,Unknown
8.2,96,20,Unknown
9.8,97,21,Unknown
9.2,40,19,Unknown
9.4,40,16,Unknown
8.9,74,18,Unknown
8.6,50,18,Unknown
8.8,67,15,Unknown
9.1,48,13,Unknown
8.4,61,24,Unknown
8.9,83,22,Unknown
8.9,64,20,Unknown
7.8,54,18,Herbs and Aromatic Plants
9.7,72,19,Unknown
9.1,51,17,Unknown
8.2,55,13,Unknown
8.2,96,14,Unknown
8.8,54,14,Unknown
9.6,82,12,Unknown
8.9,91,12,Unknown
8.9,90,12,Unknown
8.2,72,20,Unknown
9.2,86,13,Unknown
8.3,94,15,Unknown
9.1,90,17,Unknown
8.5,76,14,Unknown
9.3,89,12,Unknown
9.1,95,17,Unknown
8.1,96,18,Unknown
8.9,92,14,Unknown
8.8,84,12,Unknown
9.8,30,14,Unknown
9.3,52,12,Unknown
8.6,34,10,Unknown
9.3,96,9,Unknown
9.1,71,7,Unknown
8.2,95,4,Unknown
8.6,95,5,Unknown
8.7,45,10,Unknown
8.5,86,9,Unknown
9,35,2,Unknown
7.9,33,27,Unknown
9.5,64,27,Unknown
9.5,61,25,Unknown
9.7,95,26,Unknown
9,49,26,Unknown
9.3,99,19,Unknown
8.7,85,24,Unknown
8.6,84,19,Unknown
9.9,58,19,Unknown
9.5,42,23,Unknown
8.7,41,20,Unknown
9.5,68,20,Unknown
8.4,67,15,Unknown
8.7,45,21,Unknown
9.1,47,18,Unknown
9,63,17,Unknown
8.8,63,13,Unknown
9.6,46,12,Unknown
8.7,40,13,Unknown
8.7,36,12,Unknown
8.5,58,12,Unknown
8.9,46,10,Unknown
8.9,37,12,Unknown
8.1,32,10,Unknown
9.3,72,10,Unknown
11.9,68,10,Unknown
8.8,48,11,Unknown
8.6,40,12,Unknown
9,54,14,Unknown
9.6,36,7.9,Unknown
8.8,91,8.7,Unknown
9.1,66,22,Unknown
8.6,79,20.6,Unknown
8.4,69,23,Unknown
8.6,94,23,Unknown
8.4,94,24,Unknown
8.8,93,16,Unknown
9.3,91,15,Unknown
9.1,60,18,Unknown
9.1,84,17,Unknown
9.2,75,18,Unknown
8.6,57,20,Unknown
8.4,70,15,Unknown
9.2,48,18,Unknown
8.9,97,14,Unknown
9.3,57,17,Unknown
7.3,45,19,Herbs and Aromatic Plants
9.2,59,11,Unknown
9,76,9,Unknown
9,66,5,Unknown
9.1,67,8.2,Unknown
7,51,11,Unknown
7.4,82,23,Unknown
6.5,42,20,Leafy Greens and Root Vegetables
7.2,70,9,Unknown
7.8,75,10,Unknown
7.2,67,6,Unknown
6,56,10,Leafy Greens and Root Vegetables
8.7,59,9,Unknown
9,59,13,Unknown
7.8,43,7,Unknown
7.2,51,9,Unknown
7.2,45,15,Herbs and Aromatic Plants
8.9,39,14,Unknown
8.7,46,16,Unknown
9.2,85,24,Unknown
9,84,22,Unknown
7.2,83,23,Unknown
8.2,84,14,Unknown
8.3,83,15,Unknown
6.9,73,17,Unknown
8.2,79,11,Unknown
7.9,84,11,Unknown
7.8,84,5,Unknown
7.6,84,11,Unknown
7.6,69,12,Unknown
6.9,76,13,Unknown
5,69,27.5,Unknown
6.3,82,14.6,Unknown
4.8,76,8,Unknown
9.3,84,12.3,Unknown
9.3,91.5,17.6,Unknown
9.3,91,28.9,Unknown
9.3,85,23.3,Unknown
9.3,82,8.4,Unknown
9.3,91,11.8,Unknown
9.3,76,13.6,Unknown
9.3,82,9.1,Unknown
9.3,83,17.4,Unknown
9.3,91,23.7,Unknown
9.3,83,24.9,Unknown
9.3,84,21.3,Unknown
9.3,76,17.2,Unknown
9.3,84,16.7,Unknown
9.3,91,22.2,Unknown
9.3,83,26.5,Unknown
9.3,83,24.3,Unknown
9.3,82,6.8,Unknown
9.3,83,17.8,Unknown
9.3,84,5,Unknown
9.3,100,10,Unknown
9.3,84,7,Unknown
9.3,83,10,Unknown
9.3,78,6,Unknown
9.3,76,8,Unknown
7.9,33,7,Unknown
7.6,64,6,Unknown
6.8,71,5,Unknown
6,68,5,Unknown
5.8,55,9,Unknown
4,25,8,Berries and Evergreens
4.5,34,1,Berries and Evergreens
4.5,74,2,Unknown
4.5,51,1,Unknown
5.5,67,-14,Unknown
5.5,93,-4,Unknown
4,95,-4,Unknown
6,95,-7,Unknown
5,75,-6,Unknown
5,50,2,Unknown
6,41,-3,Unknown
5.7,51,-2,Unknown
4.7,50,1,Unknown
6.6,51,-1,Unknown
6.9,52,-1,Unknown
7.1,50,2,Unknown
6.3,30,0,Unknown
7.5,30,1,Unknown
8.4,20,3,Unknown
8,15,2,Unknown
8.3,15,3,Unknown
8.6,15,1,Unknown
8.5,18,0,Unknown
9.2,14,-5,Unknown
8.5,17,1,Unknown
8.8,61,7,Unknown
9.4,70,11,Unknown
9,76,14,Unknown
8.3,79,9,Unknown
8,30,14,Unknown
7.6,51,14,Unknown
7.7,52,12,Unknown
8.9,49,-2,Unknown
6.5,46,-3,Unknown
5.7,34,-5,Unknown
7.1,50,2,Unknown
6.2,50,0,Unknown
5.8,48,-3,Unknown
6,30,-5,Unknown
6.7,46,-5,Unknown
6.3,50,2,Unknown
6.4,56,-4,Unknown
6.2,76,29.4,Tropical and Wetland Plants
6.6,60,29.4,Warm-Season Fruits and Vegetables
6.3,49,9,Unknown
6.3,45,5,Unknown
6.2,50,-4,Unknown
6.2,50,6,Unknown
6.5,55,26,Unknown
6.4,52,20,Leafy Greens and Root Vegetables
6.4,74,26,Tropical and Wetland Plants
6.3,54,23,Unknown
6.3,67,25,Unknown
5.6,52,23,Unknown
5.9,80,24,Unknown
6.3,86,21,Unknown
6.2,92,23,Unknown
6.6,87,26,Tropical and Wetland Plants
6,69,24,Unknown
7.6,66,23,Unknown
7.2,67,23,Warm-Season Fruits and Vegetables
6.8,79,24,Unknown
6.5,60,20,Leafy Greens and Root Vegetables
7.3,66,19,Unknown
7.2,66,19,Unknown
7.5,67,20,Warm-Season Fruits and Vegetables
7.5,72,18,Unknown
7.2,75,23,Unknown
6.4,75,23,Unknown
6,57,19,Leafy Greens and Root Vegetables
7.8,57,21,Herbs and Aromatic Plants
6.4,80,20,Unknown
6,83,22,Unknown
6.6,66,21,Warm-Season Fruits and Vegetables
6.6,81,20,Unknown
7.2,81,23,Unknown
8.3,64,22,Unknown
7.8,64,25,Unknown
8.1,94,19,Unknown
8.5,96,20,Unknown
8.5,70,24,Unknown
5.8,45,25,Unknown
3,48,23,Unknown
3.5,59,23,Unknown
6.7,70,26,Warm-Season Fruits and Vegetables
4.8,70,28,Unknown
6.9,77,26,Tropical and Wetland Plants
6.5,75,25,Tropical and Wetland Plants
6.4,16,23,Unknown
6.4,15,24,Unknown
8.8,77,26,Unknown
4,75,27,Unknown
4,45,26,Unknown
4,71,26,Unknown
6.7,78,25,Tropical and Wetland Plants
7,78,27,Tropical and Wetland Plants
6.7,64,28,Warm-Season Fruits and Vegetables
6.4,56,29,Unknown
6.1,56,28,Unknown
6.5,15,31,Unknown
6.4,25,31,Unknown
6,15,30,Unknown
4.7,48,33,Unknown
4.7,26,31,Unknown
6.5,89,31,Tropical and Wetland Plants
8.5,12,31,Unknown
7.5,26,31,Drought-Resistant Plants
5.5,26,31,Unknown
5.5,16,33,Unknown
5.5,30,32,Unknown
5.2,30,31,Unknown
5.5,45,30,Unknown
5.5,45,28,Unknown
5.2,76,28,Unknown
4.7,85,26,Unknown
4.5,85,28,Unknown
4.5,90,29,Unknown
4.5,92,27,Unknown
7,86,26,Tropical and Wetland Plants
5,73,28,Unknown
7.3,73,27,Unknown
5.5,73,26,Unknown
6,84,26,Tropical and Wetland Plants
4,50,25,Unknown
4.5,64,21,Unknown
4.3,67,24,Unknown
5.8,77,25,Unknown
5.2,75,26,Unknown
9.3,33,23,Unknown
5.2,58,24,Unknown
5.6,29,25,Unknown
4.8,37,24,Unknown
5.4,60,25,Unknown
6.9,60,26,Warm-Season Fruits and Vegetables
5.5,60,26,Unknown
5.8,52,23,Unknown
5.3,63,27,Unknown
5,59,25,Unknown
5,31,25,Unknown
5.3,39,24,Unknown
4,60,25,Unknown
5.6,40,25,Unknown
5,45,26,Unknown
3.9,58,26,Unknown
8.8,68,26,Unknown
4.5,40,24,Unknown
4.9,77,27,Unknown
5,61,26,Unknown
5,61,23,Unknown
6,62,24,Unknown
6.6,94,23,Unknown
6.9,64,18,Unknown
7,24,19,Unknown
7.3,24,20,Unknown
5,22,18,Unknown
7,22,25,Unknown
5,25,30.1,Unknown
7,25,31.8,Unknown
7,25,26.2,Unknown
5.3,25,28.8,Unknown
5,25,24.8,Unknown
6.5,17,26.4,Unknown
5.5,21,24.7,Unknown
7.1,19,27.1,Unknown
7.4,23,30.5,Unknown
7.6,19,31.7,Unknown
7.4,19,33,Unknown
4.8,22,33.4,Unknown
5.2,19,34.9,Unknown
6,15,33.9,Unknown
4.8,17,14.1,Unknown
5,15,10.9,Unknown
5.8,20,9.1,Unknown
6.4,20,14.7,Unknown
4.7,20,25.5,Unknown
5,33,21.6,Unknown
5.8,27,28,Unknown
6.3,20,31,Unknown
4.8,20,30,Unknown
5,13,30,Unknown
5.8,13,31,Unknown
4.8,11,31,Unknown
5,10,30,Unknown
5.8,18,30,Unknown
7.7,18,30,Unknown
7.5,16,31,Unknown
7.8,22,30,Drought-Resistant Plants
7.7,18,27,Unknown
4,14,30,Unknown
4.3,10,31,Unknown
4.9,16,29,Unknown
4.7,14,32,Unknown
8.4,17,32,Unknown
8,14,32,Unknown
6.9,15,32,Unknown
5.4,15,33,Unknown
3.9,17,33,Unknown
7,13,31,Unknown
7,11,32,Unknown
7.5,11,32,Unknown
7.4,13,31,Unknown
6.5,14,31,Unknown
5.5,12,31,Unknown
7.5,12,31,Unknown
7.5,10,32,Unknown
5.4,36,32,Unknown
5.9,21,31,Unknown
6.7,19,31,Unknown
6.6,26,30,Unknown
6,22,30,Unknown
5.3,15,31,Unknown
6.2,28,30,Unknown
5.6,17,30,Unknown
5.4,66,30,Unknown
5.8,93,31,Unknown
6.4,32,30,Unknown
6.7,23,32,Unknown
6.1,42,33,Unknown
6.1,74,34,Tropical and Wetland Plants
6.1,52,34,Unknown
6.3,60,32,Unknown
6.1,60,32,Unknown
6.7,56,32,Unknown
6.8,57,33,Unknown
6.1,57,34,Unknown
7.1,52,33,Unknown
6.9,19.1,31,Unknown
7.2,59,32,Unknown
7,60,31,Unknown
7,60,31,Unknown
7,65,30,Warm-Season Fruits and Vegetables
7,62,29,Warm-Season Fruits and Vegetables
7,69,33,Unknown
7,62,34,Unknown
7,64,34,Unknown
7,58,32,Unknown
7,61,32,Unknown
7,61,32,Unknown
7,87,33,Tropical and Wetland Plants
4.2,67,34,Unknown
4.2,60,33,Unknown
13,61,31,Unknown
8,52,32,Unknown
7.7,59,28,Unknown
7.3,43,31,Unknown
7.3,37,32,Unknown
7.7,40,32,Drought-Resistant Plants
8,54,32,Unknown
8.7,67,33,Unknown
8.8,69,32,Unknown
8.7,59,34,Unknown
8.8,66,34,Unknown
9.2,66,33,Unknown
8.8,57,34,Unknown
8.9,60,32,Unknown
9.4,68,32,Unknown
8.2,67,32,Unknown
8.2,49,32,Unknown
9.8,45,33,Unknown
9.2,68,32,Unknown
9.4,70,33,Unknown
8.9,69,33,Unknown
8.6,70,34,Unknown
8.8,68,33,Unknown
9.1,59,33,Unknown
8.4,37,31,Drought-Resistant Plants
8.9,36,31,Drought-Resistant Plants
8.9,40,31,Drought-Resistant Plants
7.8,43,33,Unknown
9.7,35,31,Unknown
9.1,16,29,Unknown
8.2,29,30,Drought-Resistant Plants
8.2,16,31,Unknown
8.8,19,30,Unknown
9.6,60,27,Unknown
8.9,55,31,Unknown
8.9,67,30,Unknown
8.2,70,30,Unknown
9.2,66,29,Unknown
8.3,50,31,Unknown
9.1,66,38,Unknown
8.5,67,30,Unknown
9.3,65,30,Unknown
9.1,55,30,Unknown
8.1,67,30,Unknown
8.9,70,29,Unknown
8.8,50,35,Unknown
9.8,67,30,Unknown
9.3,68,32,Unknown
8.6,55,28,Unknown
9.3,77,28,Unknown
9.1,71,31,Unknown
8.2,56,31,Unknown
8.6,66,27,Unknown
8.7,67,27,Unknown
8.5,54,31,Unknown
9,48,8,Unknown
7.9,65,7.7,Unknown
9.5,67,6.4,Unknown
9.5,60,5.5,Unknown
9.7,53,1.9,Unknown
9,50,-1.6,Unknown
9.3,49,-1.9,Unknown
8.7,46,4.1,Unknown
8.6,30,2.2,Unknown
9.9,30,0.4,Unknown
9.5,30,1.9,Unknown
8.7,48,-0.6,Unknown
9.5,59,-2.3,Unknown
8.4,54,-14.1,Unknown
8.7,65,-4.3,Unknown
9.1,65,2.7,Unknown
9,65,-6.5,Unknown
8.8,65,0.3,Unknown
9.6,26,2.6,Unknown
8.7,29,0.4,Unknown
8.7,23,2.3,Unknown
8.5,26,-2.6,Unknown
8.9,25,6.3,Unknown
8.9,31,9.4,Unknown
8.1,29,-0.4,Unknown
9.3,23,2.4,Unknown
11.9,27,4.3,Unknown
8.8,27,6.5,Unknown
8.6,26,6.8,Unknown
9,25,20.6,Unknown
9.6,29,9.1,Unknown
8.8,35,4.9,Unknown
9.1,48,5.8,Unknown
8.6,24,24,Unknown
8.4,33,12.7,Unknown
8.6,21,28.6,Unknown
8.4,22,27.6,Unknown
8.8,28,28.9,Unknown
9.3,21,30.4,Unknown
9.1,21,30.6,Unknown
9.1,26,25,Unknown
9.2,22,24.4,Unknown
8.6,21,23.5,Unknown
8.4,24,28.7,Unknown
9.2,21,24.3,Unknown
8.9,26,28.3,Unknown
9.3,28,23.4,Unknown
7.3,32,27.9,Unknown
9.2,23,25.7,Unknown
9,25,26.3,Unknown
9,28,25,Unknown
9.1,32,25.3,Unknown
7,29,27.9,Unknown
7.4,23,18.5,Unknown
6.5,27,18.6,Unknown
7.2,26,19.3,Unknown
7.8,25,18.4,Unknown
7.2,29,18.5,Unknown
6,21,17.2,Unknown
8.7,21,21,Unknown
9,31,17.4,Unknown
7.8,30,19.1,Unknown
7.2,31,13.1,Unknown
7.2,21,16.7,Unknown
8.9,42,10.6,Unknown
8.7,32,5.8,Unknown
9.2,34,4.1,Unknown
9,39,12.2,Unknown
7.2,30,20.6,Unknown
8.2,38,28,Unknown
8.3,34,28.3,Unknown
6.9,32,29.4,Unknown
8.2,41,17.3,Unknown
7.9,27,11.1,Unknown
7.8,24,22,Unknown
7.6,27,18.1,Unknown
7.6,23,31,Drought-Resistant Plants
6.9,29,18.5,Unknown
5,30,31,Unknown
6.3,30,30,Unknown
4.8,41,14.2,Unknown
9.3,23,13.5,Unknown
9.3,21,11.4,Unknown
9.3,21,6.8,Unknown
9.3,23,6,Unknown
9.3,21,9.1,Unknown
9.3,21,5.2,Unknown
9.3,59.8,5,Unknown
9.3,64.5,6,Unknown
9.3,47.7,3.7,Unknown
9.3,83.9,2.9,Unknown
9.3,21,1.9,Unknown
9.3,17,1.1,Unknown
9.3,25,0.9,Unknown
9.3,33,7.9,Unknown
9.3,26,4.4,Unknown
9.3,22,3.9,Unknown
9.3,40,0.8,Unknown
9.3,52.8,6.8,Unknown
9.3,9,2.1,Unknown
9.3,7,1.3,Unknown
9.3,13,-0.1,Unknown
9.3,20,20.3,Unknown
9.3,9,27.8,Unknown
9.3,6,19.2,Unknown
9.3,9,15.9,Unknown
7.9,8,19.2,Unknown
7.6,8,22.9,Unknown
6.8,4,23.2,Unknown
6,6,23.9,Unknown
5.8,7,21.5,Unknown
4,7,18.7,Unknown
4.5,7,22.2,Unknown
4.5,7,15.2,Unknown
4.5,7,15.1,Unknown
5.5,7,11.3,Unknown
5.5,11,7.4,Unknown
4,11,11.1,Unknown
6,6,9.6,Unknown
5,17,6.2,Unknown
5,21,4.5,Berries and Evergreens
6,11,6.4,Unknown
5.7,9,6.5,Unknown
4.7,13,10.7,Unknown
6.6,23,8.2,Unknown
6.9,14,6.9,Unknown
7.1,14,7.1,Unknown
6.3,13,2.2,Unknown
7.5,13,1.4,Unknown
8.4,15,3.3,Unknown
8,22,6.5,Unknown
8.3,11,8.9,Unknown
8.6,9,7.5,Unknown
8.5,7,2.8,Unknown
9.2,9,1.3,Unknown
8.5,37,3.4,Unknown
8.8,70,5.3,Unknown
9.4,42,3,Unknown
9,37,1.8,Unknown
8.3,28,2.8,Unknown
8,59,14.8,Unknown
7.6,31,2.3,Unknown
7.7,23,1.2,Unknown
8.9,23,0.5,Unknown
6.5,13,3.6,Unknown
5.7,12,0.8,Unknown
7.1,13,1.2,Unknown
6.2,13,4,Unknown
5.8,11,3.8,Unknown
6,11,0.9,Unknown
6.7,10,-0.8,Unknown
6.3,18,-0.4,Unknown
6.4,16,4.1,Unknown
6.2,18,8,Unknown
6.6,12,8.8,Unknown
6.3,8,11.5,Unknown
6.3,11,5.6,Unknown
6.2,10,13.8,Unknown
6.2,12,7.1,Unknown
6.5,13,7.4,Unknown
6.4,10,12,Unknown
6.4,13,9.2,Unknown
6.3,12,17.2,Unknown
6.3,11,18.5,Unknown
5.6,11,26.8,Unknown
5.9,12,7.4,Unknown
6.3,17,23.5,Unknown
6.2,14,24.3,Unknown
6.6,12,22.1,Unknown
6,16,22.5,Unknown
7.6,6,23.9,Unknown
7.2,14,20.1,Unknown
6.8,13,27.4,Unknown
6.5,10,28.4,Unknown
7.3,13,18.3,Unknown
7.2,12,22.9,Unknown
7.5,14,13.2,Unknown
7.5,14,16.6,Unknown
7.2,11,5,Unknown
6.4,11,5,Unknown
6,10,8,Unknown
7.8,11,18,Unknown
6.4,12,15,Unknown
6,10,21,Unknown
6.6,23,22,Unknown
6.6,18,12,Unknown
7.2,17,16,Unknown
8.3,9,12,Unknown
7.8,10,10,Unknown
8.1,34,10,Unknown
8.5,13,14,Unknown
8.5,15,16,Unknown
5.8,15,19,Unknown
3,14,12,Unknown
3.5,9,12,Unknown
6.7,8,8,Unknown
4.8,13,6,Unknown
6.9,15,3,Unknown
6.5,6,5,Unknown
6.4,7,7,Unknown
6.4,6,-6,Unknown
8.8,20,2,Unknown
4,42,2,Unknown
4,13,0,Unknown
4,14,-1,Unknown
6.7,9,0,Unknown
7,8,2,Unknown
6.7,6,0,Unknown
6.4,24,-2,Unknown
6.1,15,-1,Unknown
6.5,13,2,Unknown
6.4,10,1,Unknown
6,12,4,Unknown
4.7,23,5,Berries and Evergreens
4.7,17,0,Unknown
6.5,14,-3,Unknown
8.5,10,-5,Unknown
7.5,11,-10,Unknown
5.5,13,11,Unknown
5.5,13,5,Unknown
5.5,22,6,Berries and Evergreens
5.2,9,4,Unknown
5.5,8,2,Unknown
5.5,13,4,Unknown
5.2,9,10,Unknown
4.7,10,5,Unknown
4.5,22,6,Berries and Evergreens
4.5,31,10,Berries and Evergreens
4.5,11,10,Unknown
7,10,4,Unknown
5,41,6,Unknown
7.3,25,7,Unknown
5.5,16,14,Unknown
6,22,14,Unknown
4,17,16,Unknown
4.5,27,16,Unknown
4.3,86.6,20,Unknown
5.8,40,19,Leafy Greens and Root Vegetables
5.2,45,15,Unknown
9.3,52,13,Unknown
5.2,10,11,Unknown
5.6,11,13,Unknown
4.8,15,24,Unknown
5.4,14,12,Unknown
6.9,15,19,Unknown
5.5,46,28,Unknown
5.8,46,29,Unknown
5.3,29,25,Unknown
5,20,17,Unknown
5,22,18,Unknown
5.3,45,17,Unknown
4,32,17,Unknown
5.6,28,13,Unknown
5,26,16,Unknown
3.9,26,16,Unknown
8.8,20,16,Unknown
4.5,18,17,Unknown
4.9,20,17,Unknown
5,25,15,Unknown
5,37,16,Unknown
6,82,10,Unknown
6.6,33,16,Unknown
6.9,20,13,Unknown
7,25,18,Unknown
7.3,39,23.5,Unknown
5,42,15,Unknown
7,54,21,Warm-Season Fruits and Vegetables
5,58,14,Unknown
7,37,16,Unknown
7,57,15,Herbs and Aromatic Plants
5.3,44,16,Unknown
5,52,11,Unknown
6.5,50,10,Leafy Greens and Root Vegetables
5.5,31,9,Berries and Evergreens
7.1,47,15,Herbs and Aromatic Plants
7.4,36,11,Unknown
7.6,39,11,Unknown
7.4,42,9,Unknown
4.8,47,12,Unknown
5.2,28,8,Berries and Evergreens
6,29,10,Unknown
4.8,23,16,Unknown
5,50,6,Unknown
5.8,41,8,Unknown
6.4,39,4,Unknown
4.7,35,2,Berries and Evergreens
5,20,1,Berries and Evergreens
5.8,23,13,Unknown
6.3,21,7,Unknown
4.8,10,5,Unknown
5,9,5,Unknown
5.8,10,9,Unknown
4.8,30,7,Berries and Evergreens
5,32,5,Berries and Evergreens
5.8,15,5,Unknown
7.7,50,4,Unknown
7.5,50,2,Unknown
7.8,45,10,Unknown
7.7,50,11,Unknown
4,50,8,Unknown
4.3,55,5,Unknown
4.9,35,13.7,Unknown
4.7,25,14.1,Unknown
8.4,30,12.1,Unknown
8,30,14.1,Unknown
6.9,25,18.5,Unknown
5.4,30,23,Unknown
3.9,25,23,Unknown
7,25,23.1,Unknown
7,35,23.1,Unknown
7.5,20,14.1,Unknown
7.4,30,19.6,Unknown
6.5,25,19.6,Unknown
5.5,60,17.7,Unknown
7.5,65,13.4,Unknown
7.5,65,12,Unknown
5.4,45,12,Unknown
5.9,30,12,Leafy Greens and Root Vegetables
6.7,55,10,Unknown
6.6,50,10,Unknown
6,50,11,Leafy Greens and Root Vegetables
5.3,50,11,Unknown
6.2,50,11,Leafy Greens and Root Vegetables
5.6,20,9,Unknown
5.4,15,4.7,Unknown
5.8,39,19.4,Leafy Greens and Root Vegetables
